Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.253-8.8.8.8-54615-53-17,192.168.137.253,54615,8.8.8.8,53,17,14/10/2022 01:32:16 PM,37931,1,1,65.0,149.0,65.0,65.0,65.0,0.0,149.0,149.0,149.0,0.0,5641.823310748465,52.7273206612006,37931.0,0.0,37931.0,37931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26.3636603306003,26.3636603306003,65.0,149.0,93.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,1.0,139.5,65.0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-18.182.200.45-12351-32100-17,192.168.137.173,12351,18.182.200.45,32100,17,17/10/2022 10:30:33 AM,186347,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,128.79198484547643,10.732665403789703,186347.0,0.0,186347.0,186347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5.3663327018948515,5.3663327018948515,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.89-192.168.137.233-38472-3580-6,192.168.137.89,38472,192.168.137.233,3580,6,17/10/2022 10:27:32 AM,7007062,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.5708526626423457,2335687.3333333335,1529571.4322441216,4003904.0,999206.0,7007062.0,2335687.3333333335,1529571.4322441216,4003904.0,999206.0,0,0,0,0,0,0,0,0,0,160,0,0.5708526626423457,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-18.182.200.45-20411-32100-17,192.168.137.173,20411,18.182.200.45,32100,17,17/10/2022 10:31:34 AM,187076,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,128.2901066946054,10.690842224550451,187076.0,0.0,187076.0,187076.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5.3454211122752255,5.3454211122752255,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.163-192.168.137.1-33353-53-17,192.168.137.163,33353,192.168.137.1,53,17,17/10/2022 10:34:08 AM,99317,1,1,33.0,147.0,33.0,33.0,33.0,0.0,147.0,147.0,147.0,0.0,1812.3785454655294,20.137539394061438,99317.0,0.0,99317.0,99317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.068769697030719,10.068769697030719,33.0,147.0,71.0,65.81793068761733,4332.0,0,0,0,0,0,0,0,0,1.0,106.5,33.0,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.242-8.8.4.4-43568-53-17,192.168.137.242,43568,8.8.4.4,53,17,17/10/2022 10:27:21 AM,23305,1,1,65.0,149.0,65.0,65.0,65.0,0.0,149.0,149.0,149.0,0.0,9182.578845741258,85.81849388543232,23305.0,0.0,23305.0,23305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,42.90924694271616,42.90924694271616,65.0,149.0,93.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,1.0,139.5,65.0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.41-216.239.35.4-33362-123-17,192.168.137.41,33362,216.239.35.4,123,17,17/10/2022 10:33:07 AM,49829,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1926.5889341548095,40.13726946155853,49829.0,0.0,49829.0,49829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20.068634730779266,20.068634730779266,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-47.112.162.49-14938-32100-17,192.168.137.173,14938,47.112.162.49,32100,17,17/10/2022 10:37:40 AM,269506,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,89.05182073868484,7.4209850615570705,269506.0,0.0,269506.0,269506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.7104925307785352,3.7104925307785352,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.163-120.76.210.199-35398-80-6,192.168.137.163,35398,120.76.210.199,80,6,17/10/2022 10:38:26 AM,7008382,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.5707451448850819,2336127.3333333335,1531294.3842074696,4009742.0,1005232.0,7008382.0,2336127.3333333335,1531294.3842074696,4009742.0,1005232.0,0,0,0,0,0,0,0,0,0,160,0,0.5707451448850819,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,14600,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.206-34.239.12.200-44459-123-17,192.168.137.206,44459,34.239.12.200,123,17,17/10/2022 10:46:59 AM,30616,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,3135.615364515286,65.32532009406846,30616.0,0.0,30616.0,30616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.66266004703423,32.66266004703423,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.1-192.168.137.163-53-43500-17,192.168.137.1,53,192.168.137.163,43500,17,17/10/2022 10:38:16 AM,10895,1,1,53.0,37.0,53.0,53.0,53.0,0.0,37.0,37.0,37.0,0.0,8260.670032124828,183.5704451583295,10895.0,0.0,10895.0,10895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,91.78522257916475,91.78522257916475,37.0,53.0,47.666666666666664,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,71.5,53.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.163-185.254.101.25-45874-123-17,192.168.137.163,45874,185.254.101.25,123,17,14/10/2022 01:18:51 PM,107889,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,889.803409059311,18.537571022068978,107889.0,0.0,107889.0,107889.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9.268785511034489,9.268785511034489,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-47.112.162.49-12636-32100-17,192.168.137.173,12636,47.112.162.49,32100,17,17/10/2022 10:45:41 AM,249867,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,96.05109918476629,8.00425826539719,249867.0,0.0,249867.0,249867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4.002129132698595,4.002129132698595,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.51-192.168.137.1-46556-53-17,192.168.137.51,46556,192.168.137.1,53,17,17/10/2022 10:50:47 AM,15204,1,1,54.0,70.0,54.0,54.0,54.0,0.0,70.0,70.0,70.0,0.0,8155.7484872402,131.54433043935805,15204.0,0.0,15204.0,15204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,65.77216521967902,65.77216521967902,54.0,70.0,59.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,89.0,54.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.1-192.168.137.173-53-42173-17,192.168.137.1,53,192.168.137.173,42173,17,17/10/2022 10:25:58 AM,13855,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,6207.145434861061,144.35221941537353,13855.0,0.0,13855.0,13855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,72.17610970768676,72.17610970768676,35.0,51.0,45.666666666666664,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.174-142.250.80.46-58602-443-17,192.168.137.174,58602,142.250.80.46,443,17,14/10/2022 01:32:12 PM,202132,9,11,3444.0,7767.0,1250.0,33.0,382.6666666666667,519.0351625853493,1250.0,25.0,706.0909090909091,547.9809220302208,55463.756357231905,98.94524370213523,10638.526315789473,17335.20539047128,57907.0,1.0,161991.0,20248.875,25823.298845574653,69409.0,456.0,143769.0,14376.9,25513.16224770614,71447.0,1.0,0,0,0,0,72,88,44.525359665960856,54.41988403617438,25.0,1250.0,593.3809523809522,553.5568151680977,306425.1476190475,0,0,0,0,0,0,0,0,1.0,623.05,382.6666666666667,706.0909090909091,0,0,0,11211,20,55463,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-18.182.200.45-20233-32100-17,192.168.137.173,20233,18.182.200.45,32100,17,17/10/2022 10:26:19 AM,169493,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,141.5987680907176,11.799897340893134,169493.0,0.0,169493.0,169493.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5.899948670446567,5.899948670446567,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.215-13.225.195.7-38520-443-6,192.168.137.215,38520,13.225.195.7,443,6,17/10/2022 10:49:36 AM,3155,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.9144215530904,3155.0,0.0,3155.0,3155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,316.9572107765452,316.9572107765452,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1453,131,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.140-54.186.48.247-26565-32100-17,192.168.137.140,26565,54.186.48.247,32100,17,17/10/2022 11:56:02 AM,43951475,2,0,96.0,0.0,48.0,48.0,48.0,0.0,0,0,0,0,2.184227036749051,0.04550472993227189,4.3951475E7,0.0,4.3951475E7,4.3951475E7,4.3951475E7,4.3951475E7,0.0,4.3951475E7,4.3951475E7,0,0,0,0,0,0,0,0,0,16,0,0.04550472993227189,0.0,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,48.0,0.0,0,0,0,0,0,0,2,96,0,0,0,0,1,8,0,0,0,0,4.3951475E7,0.0,4.3951475E7,4.3951475E7,NeedManualLabel
192.168.137.253-8.8.8.8-50933-53-17,192.168.137.253,50933,8.8.8.8,53,17,14/10/2022 01:32:16 PM,38448,1,1,65.0,149.0,65.0,65.0,65.0,0.0,149.0,149.0,149.0,0.0,5565.95921764461,52.01831044527673,38448.0,0.0,38448.0,38448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26.009155222638366,26.009155222638366,65.0,149.0,93.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,1.0,139.5,65.0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.36-46.22.24.205-56814-123-17,192.168.137.36,56814,46.22.24.205,123,17,17/10/2022 10:30:09 AM,105526,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,909.7284081648125,18.95267517010026,105526.0,0.0,105526.0,105526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9.47633758505013,9.47633758505013,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.203-18.223.127.200-15087-32100-17,192.168.137.203,15087,18.223.127.200,32100,17,17/10/2022 12:01:13 PM,41728776,5,5,196.0,68.0,48.0,4.0,39.2,19.677398201998148,20.0,12.0,13.6,3.5777087639996634,6.326569463719712,0.23964278271665576,4636530.666666667,1.2721828965280386E7,3.8511658E7,4.0,4.1688217E7,1.042205425E7,1.8772707344702385E7,3.855207E7,4.0,4.1657884E7,1.0414471E7,1.8777216872733776E7,3.8552217E7,37056.0,0,0,0,0,40,40,0.11982139135832788,0.11982139135832788,4.0,48.0,24.363636363636363,19.221200416585468,369.4545454545454,0,0,0,0,0,0,0,0,1.0,26.8,39.2,13.6,0,0,0,144,6,132,2,98,2,34,0,0,4,8,3176559.0,0.0,3176559.0,3176559.0,3.8511658E7,0.0,3.8511658E7,3.8511658E7,NeedManualLabel
192.168.137.203-54.153.101.7-26256-32100-17,192.168.137.203,26256,54.153.101.7,32100,17,17/10/2022 10:36:57 AM,41825571,5,5,196.0,68.0,48.0,4.0,39.2,19.677398201998148,20.0,12.0,13.6,3.5777087639996634,6.311928174274059,0.23908818841947194,4647285.666666667,1.2704509111693455E7,3.8479502E7,191.0,4.168808E7,1.042202E7,1.8772394560922448E7,3.8551561E7,191.0,4.1712213E7,1.042805325E7,1.881152374300394E7,3.8616993E7,28116.0,0,0,0,0,40,40,0.11954409420973597,0.11954409420973597,4.0,48.0,24.363636363636363,19.221200416585468,369.4545454545454,0,0,0,0,0,0,0,0,1.0,26.8,39.2,13.6,0,0,0,144,6,128,2,98,2,34,0,0,4,8,3208578.0,0.0,3208578.0,3208578.0,3.8479502E7,0.0,3.8479502E7,3.8479502E7,NeedManualLabel
192.168.137.51-192.168.137.1-51809-53-17,192.168.137.51,51809,192.168.137.1,53,17,17/10/2022 10:28:28 AM,45899,1,1,54.0,70.0,54.0,54.0,54.0,0.0,70.0,70.0,70.0,0.0,2701.5839125035404,43.57393407263775,45899.0,0.0,45899.0,45899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21.786967036318874,21.786967036318874,54.0,70.0,59.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,89.0,54.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.57-224.0.0.251-5353-5353-17,192.168.137.57,5353,224.0.0.251,5353,17,17/10/2022 10:23:31 AM,7175041,11,0,2125.0,0.0,403.0,64.0,193.1818181818182,87.75741356924573,0,0,0,0,296.16555501215953,1.5330922847688258,717504.1,816074.0854008088,2586205.0,12389.0,7175041.0,717504.1,816074.0854008088,2586205.0,12389.0,0,0,0,0,0,0,0,0,0,88,0,1.5330922847688258,0.0,64.0,403.0,192.75,83.68678075256135,7003.477272727273,0,0,0,0,0,0,0,0,0.0,210.27272727272728,193.1818181818182,0.0,0,0,0,1290,8,635,3,708,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.242-52.37.205.70-40824-443-6,192.168.137.242,40824,52.37.205.70,443,6,17/10/2022 11:56:32 AM,27026621,24,17,2577.0,5742.0,1448.0,0.0,107.375,314.61043025635206,2896.0,0.0,337.76470588235287,899.0051118744934,307.8076241939383,1.5170227902333777,675665.5249999999,1185859.2046598801,3007754.0,341.0,2.6944337E7,1171492.9130434783,1420300.9198463066,3099611.0,422.0,2.6921358E7,1682584.875,1471506.6187098117,3114436.0,341.0,0,0,0,0,776,552,0.8880133406244163,0.6290094496089615,0.0,2896.0,198.07142857142867,620.3124858806026,384787.58013937273,0,2,0,10,40,0,0,0,0.0,202.90243902439025,107.375,337.7647058823529,0,0,0,8187,8,15993,3,322,2,717,14600,191,6,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-18.182.200.45-25783-32100-17,192.168.137.173,25783,18.182.200.45,32100,17,14/10/2022 01:18:15 PM,179259,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,133.8844911552558,11.15704092960465,179259.0,0.0,179259.0,179259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5.578520464802325,5.578520464802325,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.165-224.0.0.251-5353-5353-17,192.168.137.165,5353,224.0.0.251,5353,17,14/10/2022 01:32:18 PM,35453615,3,0,555.0,0.0,294.0,97.0,185.0,100.16486409914407,0,0,0,0,15.65425697774402,0.0846176052851028,1.77268075E7,2.47628943263953E7,3.5236818E7,216797.0,3.5453615E7,1.77268075E7,2.47628943263953E7,3.5236818E7,216797.0,0,0,0,0,0,0,0,0,0,24,0,0.0846176052851028,0.0,97.0,294.0,163.0,92.86908348135384,8624.666666666668,0,0,0,0,0,0,0,0,0.0,217.33333333333334,185.0,0.0,0,0,0,0,0,0,3,555,0,0,0,0,2,8,216797.0,0.0,216797.0,216797.0,3.5236818E7,0.0,3.5236818E7,3.5236818E7,NeedManualLabel
192.168.137.163-120.76.210.199-35373-80-6,192.168.137.163,35373,120.76.210.199,80,6,17/10/2022 10:33:26 AM,7005057,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.5710160531170553,2335019.0,1537620.760530047,4012750.0,992972.0,7005057.0,2335019.0,1537620.760530047,4012750.0,992972.0,0,0,0,0,0,0,0,0,0,160,0,0.5710160531170553,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
51.145.143.28-192.168.137.253-443-57119-6,51.145.143.28,443,192.168.137.253,57119,6,17/10/2022 10:36:39 AM,16456,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.53621779290229,16456.0,0.0,16456.0,16456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,60.768108896451146,60.768108896451146,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,454,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-47.112.162.49-17246-32100-17,192.168.137.173,17246,47.112.162.49,32100,17,17/10/2022 10:28:35 AM,44132592,2,2,96.0,24.0,48.0,48.0,48.0,0.0,12.0,12.0,12.0,0.0,2.7190789065822374,0.09063596355274124,1.4710864E7,2.507278667462586E7,4.3662424E7,231648.0,4.3894072E7,4.3894072E7,0.0,4.3894072E7,4.3894072E7,4.3900944E7,4.3900944E7,0.0,4.3900944E7,4.3900944E7,0,0,0,0,16,16,0.04531798177637062,0.04531798177637062,12.0,48.0,33.6,19.71801207018598,388.8,0,0,0,0,0,0,0,0,1.0,42.0,48.0,12.0,0,0,0,0,0,0,2,96,2,24,0,0,1,8,231648.0,0.0,231648.0,231648.0,4.3662424E7,0.0,4.3662424E7,4.3662424E7,NeedManualLabel
192.168.137.51-216.239.35.8-43241-123-17,192.168.137.51,43241,216.239.35.8,123,17,14/10/2022 01:32:51 PM,62428,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1537.7715127827257,32.036906516306786,62428.0,0.0,62428.0,62428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.018453258153393,16.018453258153393,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.41-8.8.8.8-58953-53-17,192.168.137.41,58953,8.8.8.8,53,17,17/10/2022 10:39:09 AM,25812,2,2,64.0,108.0,32.0,32.0,32.0,0.0,60.0,48.0,54.0,8.48528137423857,6663.567333023399,154.96668216333487,8604.0,14899.101080266553,25808.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,77.48334108166743,77.48334108166743,32.0,60.0,40.8,12.77497553813705,163.2,0,0,0,0,0,0,0,0,1.0,51.0,32.0,54.0,0,0,0,172,4,6663,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.23-52.91.195.103-24136-8813-17,192.168.137.23,24136,52.91.195.103,8813,17,17/10/2022 10:21:54 AM,635502,3,2,477.0,358.0,159.0,159.0,159.0,0.0,179.0,179.0,179.0,0.0,1313.921907405484,7.86779585272745,158875.5,108924.68342697473,307684.0,54570.0,526984.0,263492.0,62496.92574839182,307684.0,219300.0,470772.0,470772.0,0.0,470772.0,470772.0,0,0,0,0,24,16,4.72067751163647,3.14711834109098,159.0,179.0,165.66666666666666,10.327955589886445,106.66666666666666,0,0,0,0,0,0,0,0,0.0,198.8,159.0,179.0,0,0,0,835,5,1313,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.65-192.168.137.67-54580-22-6,192.168.137.65,54580,192.168.137.67,22,6,17/10/2022 10:28:51 AM,111835,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.825233603075958,55917.5,77867.3058510438,110978.0,857.0,857.0,857.0,0.0,857.0,857.0,0,0,0,0,0,0,0,0,0,64,32,17.883489068717306,8.941744534358653,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,502,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.173-3.221.182.58-19216-32100-17,192.168.137.173,19216,3.221.182.58,32100,17,17/10/2022 10:38:54 AM,77876,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,308.1822384303251,25.681853202527094,77876.0,0.0,77876.0,77876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12.840926601263547,12.840926601263547,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.65-239.255.255.250-54503-1900-17,192.168.137.65,54503,239.255.255.250,1900,17,17/10/2022 10:36:38 AM,3003471,4,0,668.0,0.0,167.0,167.0,167.0,0.0,0,0,0,0,222.40933906137266,1.3317924494692974,1001157.0,7192.63088167327,1008294.0,993910.0,3003471.0,1001157.0,7192.63088167327,1008294.0,993910.0,0,0,0,0,0,0,0,0,0,32,0,1.3317924494692974,0.0,167.0,167.0,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,208.75,167.0,0.0,0,0,0,0,0,0,2,334,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.147-114.114.114.114-53-40796-17,192.168.137.147,53,114.114.114.114,40796,17,17/10/2022 10:45:50 AM,9986651,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20026733686798506,9986651.0,0.0,9986651.0,9986651.0,9986651.0,9986651.0,0.0,9986651.0,9986651.0,0,0,0,0,0,0,0,0,0,16,0,0.20026733686798506,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,9986651.0,0.0,9986651.0,9986651.0,NeedManualLabel
192.168.137.242-8.8.8.8-45719-53-17,192.168.137.242,45719,8.8.8.8,53,17,17/10/2022 10:47:18 AM,26952,1,1,65.0,149.0,65.0,65.0,65.0,0.0,149.0,149.0,149.0,0.0,7940.041555357673,74.20599584446423,26952.0,0.0,26952.0,26952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,37.10299792223211,37.10299792223211,65.0,149.0,93.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,1.0,139.5,65.0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.137.1-192.168.137.173-53-60625-17,192.168.137.1,53,192.168.137.173,60625,17,17/10/2022 10:30:43 AM,14812,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,5806.103159600324,135.02565487442612,14812.0,0.0,14812.0,14812.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,67.51282743721306,67.51282743721306,35.0,51.0,45.666666666666664,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
