"Time","Source","No.","Destination","Protocol","Length","Info"
"186.101278","192.167.7.162","746","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=127/32512, ttl=64 (reply in 747)"
"186.102251","192.167.7.164","747","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=127/32512, ttl=128 (request in 746)"
"186.464568","VMware_8a:5c:e6","748","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"187.102415","192.167.7.162","749","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=128/32768, ttl=64 (reply in 750)"
"187.103278","192.167.7.164","750","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=128/32768, ttl=128 (request in 749)"
"187.473766","VMware_8a:5c:e6","751","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"188.117364","192.167.7.162","752","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=129/33024, ttl=64 (reply in 753)"
"188.118053","192.167.7.164","753","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=129/33024, ttl=128 (request in 752)"
"188.474490","VMware_8a:5c:e6","754","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"189.141262","192.167.7.162","755","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=130/33280, ttl=64 (reply in 756)"
"189.142147","192.167.7.164","756","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=130/33280, ttl=128 (request in 755)"
"189.476326","VMware_8a:5c:e6","757","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"190.142384","192.167.7.162","758","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=131/33536, ttl=64 (reply in 759)"
"190.143093","192.167.7.164","759","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=131/33536, ttl=128 (request in 758)"
"190.297992","VMware_8a:5a:27","760","Broadcast","RARP","60","Who is 00:50:56:8a:5a:27? Tell 00:50:56:8a:5a:27"
"190.534755","VMware_8a:5c:e6","761","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"191.157351","192.167.7.162","762","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=132/33792, ttl=64 (reply in 763)"
"191.158217","192.167.7.164","763","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=132/33792, ttl=128 (request in 762)"
"191.536641","VMware_8a:5c:e6","764","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"192.158523","192.167.7.162","765","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=133/34048, ttl=64 (reply in 766)"
"192.159168","192.167.7.164","766","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=133/34048, ttl=128 (request in 765)"
"192.309262","VMware_8a:58:7a","767","VMware_8a:72:75","ARP","42","Who has 192.167.7.164? Tell 192.167.7.162"
"192.309734","VMware_8a:72:75","768","VMware_8a:58:7a","ARP","60","192.167.7.164 is at 00:50:56:8a:72:75"
"192.538468","VMware_8a:5c:e6","769","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"193.173338","192.167.7.162","770","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=134/34304, ttl=64 (reply in 771)"
"193.174118","192.167.7.164","771","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=134/34304, ttl=128 (request in 770)"
"193.541822","VMware_8a:5c:e6","772","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"194.197341","192.167.7.162","773","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=135/34560, ttl=64 (reply in 774)"
"194.198016","192.167.7.164","774","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=135/34560, ttl=128 (request in 773)"
"194.542391","VMware_8a:5c:e6","775","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"195.221342","192.167.7.162","776","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=136/34816, ttl=64 (reply in 777)"
"195.222001","192.167.7.164","777","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=136/34816, ttl=128 (request in 776)"
"195.314128","192.167.8.169","778","192.167.255.255","NBNS","92","Name query NB WPAD<00>"
"195.544435","VMware_8a:5c:e6","779","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"196.124391","192.167.8.169","780","192.167.255.255","NBNS","92","Name query NB WPAD<00>"
"196.245355","192.167.7.162","781","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=137/35072, ttl=64 (reply in 782)"
"196.246021","192.167.7.164","782","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=137/35072, ttl=128 (request in 781)"
"196.879061","192.167.8.169","783","192.167.255.255","NBNS","92","Name query NB WPAD<00>"
"197.269373","192.167.7.162","784","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=138/35328, ttl=64 (reply in 785)"
"197.270099","192.167.7.164","785","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=138/35328, ttl=128 (request in 784)"
"197.893716","VMware_8a:5c:e6","786","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"198.293370","192.167.7.162","787","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=139/35584, ttl=64 (reply in 788)"
"198.294203","192.167.7.164","788","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=139/35584, ttl=128 (request in 787)"
"198.894130","VMware_8a:5c:e6","789","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"199.294519","192.167.7.162","790","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=140/35840, ttl=64 (reply in 791)"
"199.295354","192.167.7.164","791","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=140/35840, ttl=128 (request in 790)"
"199.896346","VMware_8a:5c:e6","792","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"200.295674","192.167.7.162","793","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=141/36096, ttl=64 (reply in 794)"
"200.296563","192.167.7.164","794","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=141/36096, ttl=128 (request in 793)"
"201.045096","VMware_8a:5c:e6","795","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"201.100523","VMware_8a:5f:24","796","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"201.296895","192.167.7.162","797","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=142/36352, ttl=64 (reply in 798)"
"201.297517","192.167.7.164","798","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=142/36352, ttl=128 (request in 797)"
"202.046345","VMware_8a:5c:e6","799","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"202.325282","192.167.7.162","800","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=143/36608, ttl=64 (reply in 801)"
"202.325976","192.167.7.164","801","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=143/36608, ttl=128 (request in 800)"
"203.048338","VMware_8a:5c:e6","802","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"203.299225","VMware_8a:5a:27","803","Broadcast","RARP","60","Who is 00:50:56:8a:5a:27? Tell 00:50:56:8a:5a:27"
"203.349298","192.167.7.162","804","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=144/36864, ttl=64 (reply in 805)"
"203.349978","192.167.7.164","805","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=144/36864, ttl=128 (request in 804)"
"203.747290","VMware_8a:5f:24","806","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"204.057693","VMware_8a:5c:e6","807","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"204.373361","192.167.7.162","808","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=145/37120, ttl=64 (reply in 809)"
"204.374213","192.167.7.164","809","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=145/37120, ttl=128 (request in 808)"
"204.595664","VMware_8a:5f:24","810","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"205.058498","VMware_8a:5c:e6","811","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"205.374526","192.167.7.162","812","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=146/37376, ttl=64 (reply in 813)"
"205.375190","192.167.7.164","813","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=146/37376, ttl=128 (request in 812)"
"205.595801","VMware_8a:5f:24","814","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"206.060265","VMware_8a:5c:e6","815","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"206.389374","192.167.7.162","816","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=147/37632, ttl=64 (reply in 817)"
"206.390223","192.167.7.164","817","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=147/37632, ttl=128 (request in 816)"
"207.390549","192.167.7.162","818","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=148/37888, ttl=64 (reply in 819)"
"207.391320","192.167.7.164","819","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=148/37888, ttl=128 (request in 818)"
"207.437543","VMware_8a:5c:e6","820","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"207.748753","VMware_8a:5f:24","821","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"208.243474","VMware_8a:3d:3f","822","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"208.243633","VMware_8a:3d:3f","823","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"208.244050","VMware_8a:3d:3f","824","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"208.282090","0.0.0.0","825","255.255.255.255","DHCP","339","DHCP Request  - Transaction ID 0x331f084e"
"208.405376","192.167.7.162","826","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=149/38144, ttl=64 (reply in 827)"
"208.406221","192.167.7.164","827","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=149/38144, ttl=128 (request in 826)"
"208.438216","VMware_8a:5c:e6","828","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"208.596164","VMware_8a:5f:24","829","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"209.243414","VMware_8a:3d:3f","830","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"209.429382","192.167.7.162","831","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=150/38400, ttl=64 (reply in 832)"
"209.430192","192.167.7.164","832","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=150/38400, ttl=128 (request in 831)"
"209.440186","VMware_8a:5c:e6","833","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"209.601541","VMware_8a:5f:24","834","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"210.243608","VMware_8a:3d:3f","835","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"210.430534","192.167.7.162","836","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=151/38656, ttl=64 (reply in 837)"
"210.431356","192.167.7.164","837","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=151/38656, ttl=128 (request in 836)"
"210.812899","VMware_8a:5c:e6","838","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"211.243862","VMware_8a:3d:3f","839","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"211.302983","VMware_8a:5c:e6","840","Broadcast","ARP","60","Who has 192.167.0.1? Tell 0.0.0.0"
"211.431699","192.167.7.162","841","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=152/38912, ttl=64 (reply in 842)"
"211.432495","192.167.7.164","842","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=152/38912, ttl=128 (request in 841)"
"211.814273","VMware_8a:5c:e6","843","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"212.303148","VMware_8a:5c:e6","844","Broadcast","ARP","60","Who has 192.167.0.1? Tell 0.0.0.0"
"212.432829","192.167.7.162","845","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=153/39168, ttl=64 (reply in 846)"
"212.433737","192.167.7.164","846","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=153/39168, ttl=128 (request in 845)"
"212.816457","VMware_8a:5c:e6","847","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"213.244008","VMware_8a:3d:3f","848","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"213.433336","192.167.7.162","849","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=154/39424, ttl=64 (reply in 850)"
"213.434245","192.167.7.164","850","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=154/39424, ttl=128 (request in 849)"
"214.172711","VMware_8a:5c:e6","851","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"214.434484","192.167.7.162","852","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=155/39680, ttl=64 (reply in 853)"
"214.435224","192.167.7.164","853","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=155/39680, ttl=128 (request in 852)"
"214.645589","VMware_8a:39:a9","854","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"214.645595","VMware_8a:39:a9","855","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"214.646524","VMware_8a:39:a9","856","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"214.706790","0.0.0.0","857","255.255.255.255","DHCP","339","DHCP Request  - Transaction ID 0x6e10c9a6"
"215.174262","VMware_8a:5c:e6","858","Broadcast","ARP","60","Who has 192.167.6.252? Tell 192.167.0.1"
"215.445268","192.167.7.162","859","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=156/39936, ttl=64 (reply in 860)"
"215.446090","192.167.7.164","860","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=156/39936, ttl=128 (request in 859)"
"215.645454","VMware_8a:39:a9","861","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"215.749883","VMware_8a:5f:24","862","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"216.244234","VMware_8a:3d:3f","863","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"216.446398","192.167.7.162","864","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=157/40192, ttl=64 (reply in 865)"
"216.447270","192.167.7.164","865","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=157/40192, ttl=128 (request in 864)"
"216.591479","VMware_8a:5f:24","866","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"216.645720","VMware_8a:39:a9","867","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"217.447623","192.167.7.162","868","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=158/40448, ttl=64 (reply in 869)"
"217.448467","192.167.7.164","869","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=158/40448, ttl=128 (request in 868)"
"217.591329","VMware_8a:5f:24","870","Broadcast","ARP","60","Who has 192.167.8.180? Tell 192.167.6.95"
"217.645989","VMware_8a:39:a9","871","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"218.448780","192.167.7.162","872","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=159/40704, ttl=64 (reply in 873)"
"218.449525","192.167.7.164","873","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=159/40704, ttl=128 (request in 872)"
"219.477315","192.167.7.162","874","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=160/40960, ttl=64 (reply in 875)"
"219.478211","192.167.7.164","875","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=160/40960, ttl=128 (request in 874)"
"219.646390","VMware_8a:39:a9","876","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"220.389614","VMware_8a:72:75","877","VMware_8a:58:7a","ARP","60","Who has 192.167.7.162? Tell 192.167.7.164"
"220.389636","VMware_8a:58:7a","878","VMware_8a:72:75","ARP","42","192.167.7.162 is at 00:50:56:8a:58:7a"
"220.478507","192.167.7.162","879","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=161/41216, ttl=64 (reply in 880)"
"220.479247","192.167.7.164","880","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=161/41216, ttl=128 (request in 879)"
"221.244895","VMware_8a:3d:3f","881","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"221.493275","192.167.7.162","882","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=162/41472, ttl=64 (reply in 883)"
"221.493945","192.167.7.164","883","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=162/41472, ttl=128 (request in 882)"
"222.517339","192.167.7.162","884","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=163/41728, ttl=64 (reply in 885)"
"222.518190","192.167.7.164","885","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=163/41728, ttl=128 (request in 884)"
"222.646787","VMware_8a:39:a9","886","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"223.518509","192.167.7.162","887","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=164/41984, ttl=64 (reply in 888)"
"223.519391","192.167.7.164","888","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=164/41984, ttl=128 (request in 887)"
"224.301180","VMware_8a:5a:27","889","Broadcast","RARP","60","Who is 00:50:56:8a:5a:27? Tell 00:50:56:8a:5a:27"
"224.519556","192.167.7.162","890","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=165/42240, ttl=64 (reply in 891)"
"224.520192","192.167.7.164","891","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=165/42240, ttl=128 (request in 890)"
"225.525317","192.167.7.162","892","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=166/42496, ttl=64 (reply in 893)"
"225.526123","192.167.7.164","893","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=166/42496, ttl=128 (request in 892)"
"226.549307","192.167.7.162","894","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=167/42752, ttl=64 (reply in 895)"
"226.550151","192.167.7.164","895","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=167/42752, ttl=128 (request in 894)"
"227.550475","192.167.7.162","896","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=168/43008, ttl=64 (reply in 897)"
"227.551311","192.167.7.164","897","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=168/43008, ttl=128 (request in 896)"
"227.647385","VMware_8a:39:a9","898","Broadcast","RARP","60","Who is 00:50:56:8a:39:a9? Tell 00:50:56:8a:39:a9"
"228.551670","192.167.7.162","899","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=169/43264, ttl=64 (reply in 900)"
"228.552258","192.167.7.164","900","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=169/43264, ttl=128 (request in 899)"
"229.245406","VMware_8a:3d:3f","901","Broadcast","RARP","60","Who is 00:50:56:8a:3d:3f? Tell 00:50:56:8a:3d:3f"
"229.557292","192.167.7.162","902","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=170/43520, ttl=64 (reply in 903)"
"229.557879","192.167.7.164","903","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=170/43520, ttl=128 (request in 902)"
"230.581261","192.167.7.162","904","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=171/43776, ttl=64 (reply in 905)"
"230.581893","192.167.7.164","905","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=171/43776, ttl=128 (request in 904)"
"231.605236","192.167.7.162","906","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=172/44032, ttl=64 (reply in 907)"
"231.605806","192.167.7.164","907","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=172/44032, ttl=128 (request in 906)"
"231.665991","VMware_8a:58:7a","908","Broadcast","ARP","42","Who has 192.167.0.1? Tell 192.167.7.162"
"231.667782","VMware_8a:5c:e6","909","VMware_8a:58:7a","ARP","60","192.167.0.1 is at 00:50:56:8a:5c:e6"
"231.667788","192.167.7.162","910","10.27.3.2","DNS","73","Standard query 0x6576 A kali-linux-vm"
"231.679652","10.27.3.2","911","192.167.7.162","DNS","148","Standard query response 0x6576 No such name A kali-linux-vm SOA a.root-servers.net"
"231.747458","192.167.7.162","912","10.27.3.2","DNS","73","Standard query 0xa05d A kali-linux-vm"
"231.748675","10.27.3.2","913","192.167.7.162","DNS","148","Standard query response 0xa05d No such name A kali-linux-vm SOA a.root-servers.net"
"232.629245","192.167.7.162","914","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=173/44288, ttl=64 (reply in 915)"
"232.629978","192.167.7.164","915","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=173/44288, ttl=128 (request in 914)"
"233.657338","192.167.7.162","916","192.167.7.164","ICMP","98","Echo (ping) request  id=0x6592, seq=174/44544, ttl=64 (reply in 917)"
"233.658139","192.167.7.164","917","192.167.7.162","ICMP","98","Echo (ping) reply    id=0x6592, seq=174/44544, ttl=128 (request in 916)"
"233.812351","192.167.7.162","918","10.27.3.2","DNS","95","Standard query 0x88c8 A content-signature-2.cdn.mozilla.net"
"233.812366","192.167.7.162","919","10.27.3.2","DNS","95","Standard query 0x45c5 AAAA content-signature-2.cdn.mozilla.net"
"233.814379","10.27.3.2","920","192.167.7.162","DNS","249","Standard query response 0x88c8 A content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net A 34.160.144.191"
"233.814820","10.27.3.2","921","192.167.7.162","DNS","261","Standard query response 0x45c5 AAAA content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net AAAA 2600:1901:0:92a9::"
"233.815459","192.167.7.162","922","34.160.144.191","TCP","74","40826  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3723542455 TSecr=0 WS=128"
"233.829852","34.160.144.191","923","192.167.7.162","TCP","66","443  >  40826 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"233.829908","192.167.7.162","924","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"233.835673","192.167.7.162","925","34.160.144.191","TLSv1.3","567","Client Hello"
"233.850381","34.160.144.191","926","192.167.7.162","TCP","60","443  >  40826 [ACK] Seq=1 Ack=514 Win=66816 Len=0"
"233.855603","34.160.144.191","927","192.167.7.162","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"233.855622","192.167.7.162","928","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=514 Ack=1413 Win=64128 Len=0"
"233.855648","34.160.144.191","929","192.167.7.162","TCP","1466","443  >  40826 [PSH, ACK] Seq=1413 Ack=514 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"233.855653","192.167.7.162","930","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=514 Ack=2825 Win=63232 Len=0"
"233.855655","34.160.144.191","931","192.167.7.162","TCP","1466","443  >  40826 [ACK] Seq=2825 Ack=514 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"233.855658","192.167.7.162","932","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=514 Ack=4237 Win=62080 Len=0"
"233.855660","34.160.144.191","933","192.167.7.162","TLSv1.3","302","Application Data"
"233.855662","192.167.7.162","934","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=514 Ack=4485 Win=61952 Len=0"
"233.922341","192.167.7.162","935","10.27.3.2","DNS","74","Standard query 0x10fe A r3.o.lencr.org"
"233.922371","192.167.7.162","936","10.27.3.2","DNS","74","Standard query 0x3ee1 AAAA r3.o.lencr.org"
"233.923495","10.27.3.2","937","192.167.7.162","DNS","173","Standard query response 0x10fe A r3.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net A 23.35.70.176 A 23.35.70.170"
"233.931568","10.27.3.2","938","192.167.7.162","DNS","281","Standard query response 0x3ee1 AAAA r3.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net AAAA 2600:1407:21::17d6:6128 AAAA 2600:1407:21::17d6:611b AAAA 2600:1407:21::17d6:612a AAAA 2600:1407:21::17d6:6139 AAAA 2600:1407:21::17d6:613b"
"233.931725","192.167.7.162","939","23.35.70.176","TCP","74","42006  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2464004678 TSecr=0 WS=128"
"233.939257","23.35.70.176","940","192.167.7.162","TCP","66","80  >  42006 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"233.939281","192.167.7.162","941","23.35.70.176","TCP","54","42006  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"233.939371","192.167.7.162","942","23.35.70.176","OCSP","424","Request"
"233.947821","23.35.70.176","943","192.167.7.162","TCP","60","80  >  42006 [ACK] Seq=1 Ack=371 Win=64128 Len=0"
"233.949245","23.35.70.176","944","192.167.7.162","OCSP","943","Response"
"233.949261","192.167.7.162","945","23.35.70.176","TCP","54","42006  >  80 [ACK] Seq=371 Ack=890 Win=64128 Len=0"
"233.974598","192.167.7.162","946","34.160.144.191","TLSv1.3","118","Change Cipher Spec, Application Data"
"233.977060","192.167.7.162","947","34.160.144.191","TLSv1.3","224","Application Data"
"233.977090","192.167.7.162","948","34.160.144.191","TLSv1.3","287","Application Data"
"233.989100","34.160.144.191","949","192.167.7.162","TLSv1.3","640","Application Data, Application Data"
"233.989115","192.167.7.162","950","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=981 Ack=5071 Win=64128 Len=0"
"233.989427","192.167.7.162","951","34.160.144.191","TLSv1.3","85","Application Data"
"233.991224","34.160.144.191","952","192.167.7.162","TCP","60","443  >  40826 [ACK] Seq=5071 Ack=981 Win=68864 Len=0"
"233.991259","34.160.144.191","953","192.167.7.162","TLSv1.3","85","Application Data"
"233.991264","192.167.7.162","954","34.160.144.191","TCP","54","40826  >  443 [ACK] Seq=1012 Ack=5102 Win=64128 Len=0"
